ObjectID,GlobalID,Monitoring Date,Monitor Names,Vernal Pool?,Vernal Pool Name or Number,Vernal Pool Axis,Project Site,Unlisted Project Site,Lagoon Transect Name/Number,Unlisted Lagoon Transect Name/Number,NCOS Transect Name/Number,NP Transect Name/Number,Unlisted NP Transect Name/Number,Transect Name/Number,Total Transect Length,Transect Start Time,Transect Finish Time,Transect Notes,Transect Distance of Quadrat,Side of Transect (Left or Right),Vernal Pool Zone,Quadrat Notes (Optional),Percent Bare Ground,Percent Natural Thatch,Percent Mowed/Trimmed Thatch,Thatch Notes (Optional),Count of Native Species,Sum of Native Cover,Count of Non-Native Species,Sum of Non-Native Cover,Count of Unknown Species,Sum of Unknown Cover,Sum of Thatch,Sum of Other Cover,Bare Ground,SUM of ALL COVER,CreationDate,Creator,EditDate,Editor,x,y
29,b717d16f-edd1-4e0d-a644-a48bfbe5a351,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,13,Left,transition,,0,90,0,,4,122,1,1,0,0,90,0,0,213,5/13/2021 11:58:17 PM,ccber_user,5/13/2021 11:58:17 PM,ccber_user,0,0
30,0b9ad244-302a-4e8a-beed-3464052ff1a1,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,15,Right,transition,,0,99,0,,4,138,2,2,0,0,99,0,0,239,5/13/2021 11:58:17 PM,ccber_user,5/13/2021 11:58:17 PM,ccber_user,0,0
31,c9d25a34-bfed-4cf7-bab1-64aa82507408,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,17,Left,transition,,0,99,0,,5,125,1,2,0,0,99,0,0,226,5/13/2021 11:58:18 PM,ccber_user,5/13/2021 11:58:18 PM,ccber_user,0,0
32,295a5687-50ca-465c-9d65-e43647c75cb1,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,19,Right,transition,,0,90,0,,6,97,5,23,0,0,90,0,0,210,5/13/2021 11:58:18 PM,ccber_user,5/13/2021 11:58:18 PM,ccber_user,0,0
33,d7e5519c-edab-462c-8975-c03a7ea7984d,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,21,Left,transition,,0,90,0,,6,109,4,6,0,0,90,0,0,205,5/13/2021 11:58:19 PM,ccber_user,5/13/2021 11:58:19 PM,ccber_user,0,0
34,b9f8039b-a4d6-427e-83b3-80618f186a7e,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,23,Right,transition,,0,99,0,,4,20,3,91,0,0,99,0,0,210,5/13/2021 11:58:21 PM,ccber_user,5/13/2021 11:58:21 PM,ccber_user,0,0
35,df2ffeee-a803-4000-974b-167581b6ba30,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,25,Left,edge,,0,100,0,,2,53,1,50,0,0,100,0,0,203,5/13/2021 11:58:21 PM,ccber_user,5/13/2021 11:58:21 PM,ccber_user,0,0
36,391d19c8-b162-4abf-81ca-65b0903a8bdd,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,27,Right,edge,,0,95,0,,2,35,3,40,0,0,95,0,0,170,5/13/2021 11:58:22 PM,ccber_user,5/13/2021 11:58:22 PM,ccber_user,0,0
37,2f42729f-ac66-4d0e-8d34-589919d693f4,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Mary C",yes,San Miguel,major,manzanita_village,,,,,,,,30,10:41,,,29,Left,edge,,0,100,0,,1,40,2,50,0,0,100,0,0,190,5/13/2021 11:58:23 PM,ccber_user,5/13/2021 11:58:23 PM,ccber_user,0,0
38,8dc17a39-ebfa-408b-ad04-bd26a464a5bd,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,1,Left,edge,,0,100,0,,2,41,3,53,0,0,100,0,0,194,5/13/2021 11:58:24 PM,ccber_user,5/13/2021 11:58:24 PM,ccber_user,0,0
39,69d73322-bbde-4927-9d44-46846d388fea,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,3,Right,edge,Gopher disturbance,5,90,0,,1,8,3,81,0,0,90,0,5,184,5/13/2021 11:58:24 PM,ccber_user,5/13/2021 11:58:24 PM,ccber_user,0,0
40,69160bc3-4533-4e54-9d9f-98d4b4da5b5e,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,5,Left,edge,,0,95,0,,2,3,5,119,0,0,95,0,0,217,5/13/2021 11:58:25 PM,ccber_user,5/13/2021 11:58:25 PM,ccber_user,0,0
41,28574e66-3144-4ad1-8785-69fb5d671196,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,7,Right,edge,,10,30,0,,2,33,5,82,0,0,30,0,10,155,5/13/2021 11:58:25 PM,ccber_user,5/13/2021 11:58:25 PM,ccber_user,0,0
42,98e1a420-f611-489c-9022-a6ddfe5b116e,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,9,Left,transition,,1,15,0,,4,86,3,41,0,0,15,15,1,158,5/13/2021 11:58:26 PM,ccber_user,5/13/2021 11:58:26 PM,ccber_user,0,0
43,da10d544-4360-43ad-83a7-0d875bc8357d,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,11,Right,bottom,,0,35,0,,5,103,2,20,0,0,35,20,0,178,5/13/2021 11:58:26 PM,ccber_user,5/13/2021 11:58:26 PM,ccber_user,0,0
44,6777c7aa-c933-4b5d-84a1-4ee3cfc9ca23,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,13,Left,bottom,,1,0,30,,4,68,2,42,0,0,30,20,1,161,5/13/2021 11:58:27 PM,ccber_user,5/13/2021 11:58:27 PM,ccber_user,0,0
45,02071fc2-ad95-4152-bc08-cc2e0cd903e3,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,15,Right,transition,,1,20,0,,4,106,4,8,0,0,20,35,1,170,5/13/2021 11:58:28 PM,ccber_user,5/13/2021 11:58:28 PM,ccber_user,0,0
46,bbb28f7c-4998-4e7e-aa49-2692d4027e7e,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,17,Left,edge,Raccoon disturbance,15,10,0,,4,116,3,19,0,0,10,10,15,170,5/13/2021 11:58:28 PM,ccber_user,5/13/2021 11:58:28 PM,ccber_user,0,0
47,86bd3e61-84b4-424a-85c0-6aa757e4b050,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,19,Right,edge,,5,90,0,,3,63,3,25,0,0,90,0,5,183,5/13/2021 11:58:29 PM,ccber_user,5/13/2021 11:58:29 PM,ccber_user,0,0
48,485097bd-35cf-479b-ade9-644c4e80ff9d,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,21,Left,edge,,2,98,0,,1,1,2,90,0,0,98,0,2,191,5/13/2021 11:58:30 PM,ccber_user,5/13/2021 11:58:30 PM,ccber_user,0,0
49,cc6826f9-73f2-489b-98b0-2ae418e81191,5/13/2021 7:00:00 PM,"Carlo C, Lena L",yes,Santa Barbara,major,manzanita_village,,,,,,,,25,13:40,,,23,Right,edge,,0,100,0,,1,22,2,65,0,0,100,0,0,187,5/13/2021 11:58:31 PM,ccber_user,5/13/2021 11:58:31 PM,ccber_user,0,0
50,036fc363-2e54-4354-bef9-aa2f7aec1f08,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,1,Left,edge,,1,90,0,,1,10,4,72,0,0,90,0,1,173,5/13/2021 11:58:32 PM,ccber_user,5/13/2021 11:58:32 PM,ccber_user,0,0
51,b5831d5a-5089-46f4-9c0b-fa5728a28db7,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,3,Right,edge,,1,98,0,,1,8,3,101,0,0,98,0,1,208,5/13/2021 11:58:33 PM,ccber_user,5/13/2021 11:58:33 PM,ccber_user,0,0
52,1be53624-1764-4e5b-824f-7121008aebc4,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,5,Left,edge,,0,99,0,,2,3,3,94,0,0,99,0,0,196,5/13/2021 11:58:34 PM,ccber_user,5/13/2021 11:58:34 PM,ccber_user,0,0
53,e73ec2e9-9408-4a8f-b292-0ec6c675349f,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,7,Right,edge,,5,20,0,,4,65,4,50,0,0,20,0,5,140,5/13/2021 11:58:35 PM,ccber_user,5/13/2021 11:58:35 PM,ccber_user,0,0
54,52a698e3-d3b5-48f8-9ffc-bcd4dddb2df9,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,9,Left,transition,,0,80,0,,3,56,3,39,0,0,80,5,0,180,5/13/2021 11:58:35 PM,ccber_user,5/13/2021 11:58:35 PM,ccber_user,0,0
55,0bf6dcfc-70bd-41ca-a493-aa72c0a201b9,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,11,Right,bottom,,1,20,0,,5,67,3,24,0,0,20,20,1,132,5/13/2021 11:58:37 PM,ccber_user,5/13/2021 11:58:37 PM,ccber_user,0,0
56,cdd40438-b7f5-4d9e-bc1d-80824c00d4bf,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,13,Right,bottom,,1,50,0,,4,66,4,16,0,0,50,40,1,173,5/13/2021 11:58:37 PM,ccber_user,5/13/2021 11:58:37 PM,ccber_user,0,0
57,89f11b67-3017-4e6c-996d-42f4b2d30dfb,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,15,Left,transition,,1,50,0,,5,59,4,8,0,0,50,20,1,138,5/13/2021 11:58:38 PM,ccber_user,5/13/2021 11:58:38 PM,ccber_user,0,0
58,e9532fb9-9d68-4ff5-829b-aec4ed75f987,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,17,Left,transition,,3,20,0,,4,45,3,43,0,0,20,3,3,114,5/13/2021 11:58:39 PM,ccber_user,5/13/2021 11:58:39 PM,ccber_user,0,0
59,b2f3a52e-47ad-4741-a4a4-79499674adf2,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,19,Left,edge,,15,70,0,,3,36,3,51,0,0,70,0,15,172,5/13/2021 11:58:40 PM,ccber_user,5/13/2021 11:58:40 PM,ccber_user,0,0
60,f0df1d96-ffb9-4720-aec9-c31f4ae47826,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,21,Right,edge,,0,100,0,,1,70,3,26,0,0,100,0,0,196,5/13/2021 11:58:40 PM,ccber_user,5/13/2021 11:58:40 PM,ccber_user,0,0
61,eed4b99d-e51b-43be-a7dc-1c5cb152c18c,5/13/2021 7:00:00 PM,"Carlo C, Andy L, Lena L",yes,Santa Barbara (E-W),major,manzanita_village,,,,,,,,25,15:06,,,23,Left,edge,,0,90,0,,1,50,2,35,0,0,90,0,0,175,5/13/2021 11:58:41 PM,ccber_user,5/13/2021 11:58:41 PM,ccber_user,0,0
62,29c1d4a2-a156-4268-a44e-6c3e73c5d6c8,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,,ncos,,,,,,,,38,10:27,,,6,Right,transition,,56,5,0,,6,17,7,22,0,0,5,0,56,100,5/17/2021 10:40:28 PM,ccber_user,5/17/2021 10:40:28 PM,ccber_user,0,0
63,131af362-eded-4a17-b93e-192560d50b54,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,,ncos,,,,,,,,38,10:27,,,8,Left,,,33,10,0,,6,10,11,47,0,0,10,0,33,100,5/17/2021 10:40:32 PM,ccber_user,5/17/2021 10:40:32 PM,ccber_user,0,0
64,0f311dfe-34dd-4ff0-9348-ee5946d9e30b,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,,ncos,,,,,,,,38,10:27,,,10,Right,transition,,29,15,0,,7,29,6,27,0,0,15,0,29,100,5/17/2021 10:40:33 PM,ccber_user,5/17/2021 10:40:33 PM,ccber_user,0,0
65,d33ac0e8-11db-478e-89c0-04c37b11dceb,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,12,Left,bottom,,34,17,0,,4,43,2,4,0,0,17,2,34,100,5/17/2021 10:40:34 PM,ccber_user,5/17/2021 10:40:34 PM,ccber_user,0,0
66,93c24aa9-2e75-4159-a4ad-6fce81e3f5d5,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,14,Right,bottom,,36,15,0,,1,47,0,0,0,0,15,2,36,100,5/17/2021 10:40:35 PM,ccber_user,5/17/2021 10:40:35 PM,ccber_user,0,0
67,bcc6a968-badf-40da-868a-ad236cd95fb6,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,16,Left,bottom,,53,12,0,,1,33,0,0,0,0,12,2,53,100,5/17/2021 10:40:36 PM,ccber_user,5/17/2021 10:40:36 PM,ccber_user,0,0
68,92872272-713f-42ce-94a1-8a899680ba93,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,18,Right,bottom,,29,16,0,,1,47,0,0,0,0,16,8,29,100,5/17/2021 10:40:36 PM,ccber_user,5/17/2021 10:40:36 PM,ccber_user,0,0
69,ffad8af2-da1a-4853-a095-42821cdf7bd2,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,20,Left,bottom,,57,5,0,,1,30,0,0,0,0,5,8,57,100,5/17/2021 10:40:37 PM,ccber_user,5/17/2021 10:40:37 PM,ccber_user,0,0
70,c14486ed-5dc4-42bc-9447-dfb3a5f8fa6a,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,22,Right,bottom,,95,1,0,,0,0,1,1,0,0,1,3,95,100,5/17/2021 10:40:38 PM,ccber_user,5/17/2021 10:40:38 PM,ccber_user,0,0
71,40e26113-5669-4883-9889-8f23379cc1cf,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,24,Left,bottom,,80,2,0,,1,1,1,15,0,0,2,2,80,100,5/17/2021 10:40:39 PM,ccber_user,5/17/2021 10:40:39 PM,ccber_user,0,0
72,7f00e18a-04db-4f88-b37d-82dfc3cb981e,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,26,Right,bottom,,93,1,0,,1,1,1,3,0,0,1,2,93,100,5/17/2021 10:40:40 PM,ccber_user,5/17/2021 10:40:40 PM,ccber_user,0,0
73,01820942-f237-47c6-a9fa-106a4c4c2421,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,major,ncos,,,,,,,,38,10:27,,,28,Left,bottom,,95,1,0,,1,2,0,0,0,0,1,2,95,100,5/17/2021 10:40:40 PM,ccber_user,5/17/2021 10:40:40 PM,ccber_user,0,0
74,181874b2-56fb-4950-b991-30e88b6e38b9,5/12/2021 7:00:00 PM,"Johnny A, Oliver F",yes,4,,ncos,,,,,,,,38,10:27,,,30,Right,bottom,,62,2,0,,1,35,0,0,0,0,2,1,62,100,5/17/2021 10:40:41 PM,ccber_user,5/17/2021 10:40:41 PM,ccber_user,0,0
